sample_id,family_id,well_id,depth_m,fold_id,truth_model_domain,prediction_model_domain,truth_physical,prediction_physical_unclipped,prediction_physical_bounded
reservoir_property_p51_r1-c82c5b891df29e7e1807,15/9-19,15/9-19 A,3839.5656,1,5.26043701172,5.0225614115,191.565626347,150.799627566,150.799627566
reservoir_property_p51_r1-1963a20e391bb3309902,15/9-19,15/9-19 A,3841.6992,1,7.33351898193,5.30409110577,1529.75901856,200.158087875,200.158087875
reservoir_property_p51_r1-fe974d79cb240d283870,15/9-19,15/9-19 A,3843.8328,1,0.0953101813793,4.86036657525,0.100000001732,128.071507856,128.071507856
reservoir_property_p51_r1-554169715805611d6505,15/9-19,15/9-19 A,3845.9664,1,5.07550430298,4.35290548652,159.052886778,76.703902903,76.703902903
reservoir_property_p51_r1-e9faa83dbd75146b922d,15/9-19,15/9-19 A,3848.1,1,0.0953101813793,3.76933226263,0.100000001732,42.3511080143,42.3511080143
reservoir_property_p51_r1-b21ead1ab61170abe768,15/9-19,15/9-19 A,3850.2336,1,0.0953101813793,3.77208078639,0.100000001732,42.4704234604,42.4704234604
reservoir_property_p51_r1-8cbfd7b4b6577ea396b6,15/9-19,15/9-19 A,3852.3672,1,3.8300511837,3.75570565035,45.0648959457,41.76438587,41.76438587
reservoir_property_p51_r1-157edc8d66166411b41c,15/9-19,15/9-19 A,3854.5008,1,0.0953101813793,2.49201791495,0.100000001732,11.085639323,11.085639323
reservoir_property_p51_r1-eefb76085578cf371e11,15/9-19,15/9-19 A,3856.6344,1,2.32452273369,3.20593504403,9.22180040045,23.678564776,23.678564776
reservoir_property_p51_r1-ba88d3aa1dead4c37a0a,15/9-19,15/9-19 A,3858.768,1,4.69428682327,4.74492640585,108.320815772,113.999341913,113.999341913
reservoir_property_p51_r1-4b01174c986da8207347,15/9-19,15/9-19 A,3860.9016,1,8.40185832977,6.08989038204,4454.33854773,440.373026085,440.373026085
reservoir_property_p51_r1-adc4e2d20a333d442972,15/9-19,15/9-19 A,3863.0352,1,7.57346963882,6.8062671844,1944.88008354,902.491935731,902.491935731
reservoir_property_p51_r1-86ed2576ff87ddf2e6f9,15/9-19,15/9-19 A,3865.1688,1,8.79772567749,6.87538010284,6618.17274075,967.143289672,967.143289672
reservoir_property_p51_r1-71e20c83ac5524dbd4aa,15/9-19,15/9-19 A,3867.3024,1,7.18210411072,6.75311951932,1314.67367093,855.727175256,855.727175256
reservoir_property_p51_r1-8b23836a45e0e18009f5,15/9-19,15/9-19 A,3869.436,1,8.65847682953,6.94714918535,5757.7564111,1039.18013654,1039.18013654
reservoir_property_p51_r1-ee4a3c96e1393e892666,15/9-19,15/9-19 A,3871.5696,1,8.7547454834,7.14178729184,6339.7065434,1262.68494573,1262.68494573
reservoir_property_p51_r1-8cffe42d063d40cd6fd3,15/9-19,15/9-19 A,3873.7032,1,7.51696252823,6.06115181425,1837.97297356,427.86913006,427.86913006
reservoir_property_p51_r1-74be318bc57b2dd39843,15/9-19,15/9-19 A,3875.8368,1,1.37206864357,3.88999232252,2.94349995944,47.9105110129,47.9105110129
reservoir_property_p51_r1-ef6176b25058728b8a75,15/9-19,15/9-19 A,3877.9704,1,5.59498119354,3.33334068331,268.072589742,27.0318309272,27.0318309272
reservoir_property_p51_r1-2b8e6ccf04b6acc524ba,15/9-19,15/9-19 A,3880.104,1,2.18322706223,3.56971099155,7.87489995148,34.5063300392,34.5063300392
reservoir_property_p51_r1-05f0299cb2d43e708a38,15/9-19,15/9-19 A,3882.2376,1,4.16968250275,3.72201577445,63.6949083906,40.3476577121,40.3476577121
reservoir_property_p51_r1-0bbb78431a16c310d16d,15/9-19,15/9-19 A,3884.3712,1,0.0953101813793,3.59701615351,0.100000001732,35.4891936918,35.4891936918
reservoir_property_p51_r1-53b0c2d8b1aa1f1043ea,15/9-19,15/9-19 A,3886.5048,1,6.15420436859,4.78090182912,469.692195945,118.211810264,118.211810264
reservoir_property_p51_r1-21d9afbf8716251e6dcf,15/9-19,15/9-19 A,3888.6384,1,4.86892032623,5.03244742023,129.180288751,152.307762442,152.307762442
reservoir_property_p51_r1-b410868ca057738d21a3,15/9-19,15/9-19 A,3890.772,1,4.15808916092,4.17891501566,62.9492091285,64.2949707469,64.2949707469
reservoir_property_p51_r1-029c92d38f813b260b8c,15/9-19,15/9-19 A,3892.9056,1,4.28329277039,3.50182851933,71.4787032466,32.176059597,32.176059597
reservoir_property_p51_r1-fd8572584c089825c58d,15/9-19,15/9-19 A,3895.0392,1,0.413896143436,3.63918681891,0.512700014901,37.0608737552,37.0608737552
reservoir_property_p51_r1-4a98aad73b54e05450d6,15/9-19,15/9-19 A,3897.1728,1,3.45675826073,4.22042923409,30.7140011721,67.0626928485,67.0626928485
reservoir_property_p51_r1-5222af628774f4d29812,15/9-19,15/9-19 A,3899.3064,1,6.33680057526,5.14886799524,563.985787101,171.236407488,171.236407488
reservoir_property_p51_r1-b24f628f40d9912a4a57,15/9-19,15/9-19 A,3901.44,1,6.89511442184,5.90344440763,986.438702908,365.296973587,365.296973587
reservoir_property_p51_r1-98b0c25c053b60754842,15/9-19,15/9-19 A,3903.5736,1,5.54415178299,5.52610567505,254.737565266,250.163890198,250.163890198
reservoir_property_p51_r1-15b0cc17d6f671ddad2f,15/9-19,15/9-19 A,3905.7072,1,5.98098564148,5.33953863828,394.830322731,207.416532694,207.416532694
reservoir_property_p51_r1-37cd85bd1039f0fb621f,15/9-19,15/9-19 A,3907.8408,1,5.66199493408,4.38893825378,286.722056941,79.5548447578,79.5548447578
reservoir_property_p51_r1-d7cfe2a01f79bc3bfdeb,15/9-19,15/9-19 A,3909.9744,1,4.56082105637,4.23358732808,94.6619914815,67.9641861177,67.9641861177
reservoir_property_p51_r1-1eb04d9daf364c9b0e78,15/9-19,15/9-19 A,3912.108,1,4.57969236374,4.47983125376,96.4843998573,87.2197846622,87.2197846622
reservoir_property_p51_r1-a1d5a592554ea15ffea6,15/9-19,15/9-19 A,3914.2416,1,4.38387489319,4.05410664171,79.1479974078,56.6336524897,56.6336524897
reservoir_property_p51_r1-95e15844b5ac76025022,15/9-19,15/9-19 A,3916.3752,1,4.84052705765,3.58838724822,125.536025938,35.1756864526,35.1756864526
reservoir_property_p51_r1-5310a7e7b4271355abaa,15/9-19,15/9-19 A,3918.5088,1,1.96526443958,2.91458132491,6.13679959296,17.4410899612,17.4410899612
reservoir_property_p51_r1-a87bb0be089ebb81db40,15/9-19,15/9-19 A,3920.6424,1,0.0108410231769,2.48969739985,0.010899999999,11.0576269286,11.0576269286
reservoir_property_p51_r1-2c827d5bf1b7b2c72471,15/9-19,15/9-19 A,3922.776,1,0.0483138598502,3.57971594516,0.0494999995504,34.8633522413,34.8633522413
reservoir_property_p51_r1-d7c43bb402ed0dfa7845,15/9-19,15/9-19 A,3924.9096,1,1.9194341898,4.0791704477,5.81710019302,58.0964259346,58.0964259346
reservoir_property_p51_r1-2fd3c77299aba260cbc2,15/9-19,15/9-19 A,3927.0432,1,0.422780990601,4.29127317667,0.526200007215,72.0594268687,72.0594268687
reservoir_property_p51_r1-482ca5e8f089f800b149,15/9-19,15/9-19 A,3929.1768,1,2.41458249092,4.11646356304,10.185099502,60.3419263734,60.3419263734
reservoir_property_p51_r1-6368e91c7b49eb48f555,15/9-19,15/9-19 A,3931.3104,1,0.00697561353445,2.78389241556,0.00699999979661,15.1818851434,15.1818851434
reservoir_property_p51_r1-e245e2b7be260e10d89d,15/9-19,15/9-19 A,3933.444,1,0.000299955019727,1.8990815183,0.000300000010733,5.67975638985,5.67975638985
reservoir_property_p51_r1-c4646559245407a189bd,15/9-19,15/9-19 A,3935.5776,1,0.347270876169,2.48288695456,0.415200017415,10.9757881158,10.9757881158
reservoir_property_p51_r1-7288da4e92a9b94012df,15/9-19,15/9-19 A,3937.7112,1,2.80918574333,3.48639320877,15.5963989869,31.6679086368,31.6679086368
reservoir_property_p51_r1-7730fe1274b31c527544,15/9-19,15/9-19 A,3939.8448,1,0.384377658367,3.01086269206,0.468700003803,19.3049092555,19.3049092555
reservoir_property_p51_r1-4269d6afb067480d3d74,15/9-19,15/9-19 A,3941.9784,1,0.0634441748261,1.22126011858,0.0655000024183,2.3914586822,2.3914586822
reservoir_property_p51_r1-36d004f1b0ef6b98c067,15/9-19,15/9-19 A,3944.112,1,1.09477162361,0.250761831598,1.98850010259,0.285004000534,0.285004000534
reservoir_property_p51_r1-fc0b15025295be2d1721,15/9-19,15/9-19 A,3946.2456,1,0.0206845905632,0.425447092452,0.0208999993572,0.530274440893,0.530274440893
reservoir_property_p51_r1-6ce722e91999e30b030f,15/9-19,15/9-19 A,3948.3792,1,3.57112026215,1.05586852752,34.5564033413,1.87447062689,1.87447062689
reservoir_property_p51_r1-ef1ad8b8028fd49ddc4f,15/9-19,15/9-19 A,3950.5128,1,0.00568381650373,1.18838693619,0.00570000003564,2.28178320981,2.28178320981
reservoir_property_p51_r1-f3d652b75bda5eb9cbf2,15/9-19,15/9-19 A,3952.6464,1,5.16105890274,1.54116003408,173.348976502,3.67000449438,3.67000449438
reservoir_property_p51_r1-abd5ddc6451bcbcdd444,15/9-19,15/9-19 A,3954.78,1,6.51798725128,2.56719174325,676.213951156,12.0291837236,12.0291837236
reservoir_property_p51_r1-48f2e104933dfb6b8333,15/9-19,15/9-19 A,3956.9136,1,3.72983670235,2.15821532498,40.6723026192,7.65567629653,7.65567629653
reservoir_property_p51_r1-80d0cf104d57aaf84b64,15/9-19,15/9-19 A,3959.0472,1,4.52165603638,0.671467014803,90.9878070662,0.957106319631,0.957106319631
reservoir_property_p51_r1-e8971e133fc2020c291f,15/9-19,15/9-19 A,3961.1808,1,3.93641901016,1.08654253209,50.2348011015,1.96400837228,1.96400837228
reservoir_property_p51_r1-2a2dc31ff88488cd7591,15/9-19,15/9-19 A,3963.3144,1,2.37271738052,1.67918826164,9.72650070097,4.36120231078,4.36120231078
reservoir_property_p51_r1-5f9023d0346bb7db4d0c,15/9-19,15/9-19 BT2,4039.9716,1,7.61356830597,5.94782179036,2024.49279597,381.918353557,381.918353557
reservoir_property_p51_r1-17eb1e25bbbc88a94216,15/9-19,15/9-19 BT2,4042.1052,1,7.01322031021,5.81336023626,1110.22724559,333.742050347,333.742050347
reservoir_property_p51_r1-6c7658fe80039c29d01c,15/9-19,15/9-19 BT2,4044.2388,1,7.33093929291,5.80060222625,1525.81522538,329.498534884,329.498534884
reservoir_property_p51_r1-c4d972db396a804b6e68,15/9-19,15/9-19 BT2,4046.3724,1,7.37817811966,5.2735644253,1599.6708789,194.11018013,194.11018013
reservoir_property_p51_r1-0d5cf65e32752909676d,15/9-19,15/9-19 BT2,4048.506,1,4.47623300552,4.66345087422,86.9029184016,105.001248698,105.001248698
reservoir_property_p51_r1-83dd5d6464a142941499,15/9-19,15/9-19 BT2,4050.6396,1,2.8217716217,4.02027693971,15.8065992487,54.7165338113,54.7165338113
reservoir_property_p51_r1-f7a2682f45a52a1db059,15/9-19,15/9-19 BT2,4052.7732,1,3.18628239632,4.20514453271,23.198300328,66.0302850348,66.0302850348
reservoir_property_p51_r1-f9ae65e0657a3121113a,15/9-19,15/9-19 BT2,4054.9068,1,5.39888858795,5.15718852453,220.16047914,172.675484197,172.675484197
reservoir_property_p51_r1-db439f8c7b0d4bd04d6f,15/9-19,15/9-19 BT2,4057.0404,1,5.76266765594,5.25168820186,317.196035266,189.888254499,189.888254499
reservoir_property_p51_r1-a7a18be6e023dabcb84e,15/9-19,15/9-19 BT2,4059.174,1,5.29900789261,5.19936261158,199.138152906,180.156737861,180.156737861
reservoir_property_p51_r1-f18e185fd42e53603cbe,15/9-19,15/9-19 BT2,4061.3076,1,6.11789560318,4.81078932766,452.908485158,121.828531222,121.828531222
reservoir_property_p51_r1-eca180adcf269306e40e,15/9-19,15/9-19 BT2,4063.4412,1,2.8137485981,4.09951223592,15.6722989738,59.3108629495,59.3108629495
reservoir_property_p51_r1-d55e2b07ae322ddacf1b,15/9-19,15/9-19 BT2,4065.5748,1,2.03287386894,3.95806720655,6.63599971807,51.3560346919,51.3560346919
reservoir_property_p51_r1-e5dffe3e0b960a8909f1,15/9-19,15/9-19 BT2,4067.7084,1,5.39331674576,4.63747569299,218.931634494,102.283299482,102.283299482
reservoir_property_p51_r1-2942949578935c453b7d,15/9-19,15/9-19 BT2,4069.842,1,3.28690457344,3.63084258961,25.7599020099,36.7446064356,36.7446064356
reservoir_property_p51_r1-3fb7e0a49f7f424b71bd,15/9-19,15/9-19 BT2,4071.9756,1,0.0953101813793,3.20511427205,0.100000001732,23.6583176121,23.6583176121
reservoir_property_p51_r1-0ef440a79a6c325b9485,15/9-19,15/9-19 BT2,4074.1092,1,7.04489898682,4.81173887641,1145.99296855,121.945218291,121.945218291
reservoir_property_p51_r1-8b0dfe4fd19568417549,15/9-19,15/9-19 BT2,4076.2428,1,0.0953101813793,4.03230304399,0.100000001732,55.3906319193,55.3906319193
reservoir_property_p51_r1-61d8c6da5f43e3c3a8c9,15/9-19,15/9-19 BT2,4078.3764,1,6.68074560165,4.49369233493,795.913070264,88.4511203657,88.4511203657
reservoir_property_p51_r1-2c435b2f5ec28e30c92a,15/9-19,15/9-19 BT2,4080.51,1,7.56983566284,5.7844534359,1937.82163494,324.204246564,324.204246564
reservoir_property_p51_r1-1492cd74a90b4db31f7c,15/9-19,15/9-19 BT2,4082.6436,1,6.89953374863,5.98468889348,990.812173995,396.298899741,396.298899741
reservoir_property_p51_r1-e4c619aa61e7c9c4c69e,15/9-19,15/9-19 BT2,4084.7772,1,7.23464584351,5.5559202439,1385.6497202,257.764981883,257.764981883
reservoir_property_p51_r1-0407ee04f6ddb66a1a56,15/9-19,15/9-19 BT2,4086.9108,1,6.17503738403,5.29991983625,479.600990388,199.320750869,199.320750869
reservoir_property_p51_r1-74439ba92582a84ba471,15/9-19,15/9-19 BT2,4089.0444,1,6.85312795639,5.6892174204,945.837947321,294.662150914,294.662150914
reservoir_property_p51_r1-9bf9284f92d26be1d274,15/9-19,15/9-19 BT2,4091.178,1,5.51613092422,5.38098133984,247.671046394,216.235352563,216.235352563
reservoir_property_p51_r1-645867ec61a985871c4c,15/9-19,15/9-19 BT2,4093.3116,1,5.74255466461,4.85166444859,310.860092141,126.953184201,126.953184201
reservoir_property_p51_r1-cfdf9b0049feed6a747f,15/9-19,15/9-19 BT2,4095.4452,1,0.40539842844,4.12982283371,0.499899983832,61.1669080785,61.1669080785
reservoir_property_p51_r1-52b3257a3ea06c05215f,15/9-19,15/9-19 BT2,4097.5788,1,2.97268891335,3.60081628058,18.5444022077,35.6281210679,35.6281210679
reservoir_property_p51_r1-c192d53d443568006318,15/9-19,15/9-19 BT2,4099.7124,1,0.0953101813793,2.91914152993,0.100000001732,17.5253771497,17.5253771497
reservoir_property_p51_r1-7e7e6dcc83e62f16b2a7,15/9-19,15/9-19 BT2,4101.846,1,0.57408207655,3.02424867812,0.77550000559,19.5785377959,19.5785377959
reservoir_property_p51_r1-8053c6131cedcb32f61b,15/9-19,15/9-19 BT2,4103.9796,1,0.0288789588958,3.55242453026,0.0292999993262,33.8978258345,33.8978258345
reservoir_property_p51_r1-fb3cceeb3a4ce1d6fd01,15/9-19,15/9-19 BT2,4106.1132,1,6.37448692322,5.17339080794,585.684339594,175.512343354,175.512343354
reservoir_property_p51_r1-4e718ca88f4887b2bd0c,15/9-19,15/9-19 BT2,4108.2468,1,6.56047010422,6.33084673641,705.603793952,560.631946793,560.631946793
reservoir_property_p51_r1-b418c56149f6ec7619f3,15/9-19,15/9-19 BT2,4110.3804,1,7.1165766716,6.40332041777,1231.22489441,602.846736229,602.846736229
reservoir_property_p51_r1-50ec9c8e748675c1780b,15/9-19,15/9-19 BT2,4112.514,1,6.45816612244,6.28211615226,636.890170795,533.919437934,533.919437934
reservoir_property_p51_r1-61e6173eb6face567e7b,15/9-19,15/9-19 BT2,4114.6476,1,6.46938514709,6.19473356863,644.086971406,489.160833378,489.160833378
reservoir_property_p51_r1-2b215e73c517e3d41ddc,15/9-19,15/9-19 BT2,4116.7812,1,5.10634422302,6.21639264946,164.065806724,499.89307215,499.89307215
reservoir_property_p51_r1-b8eed999fd8eda807685,15/9-19,15/9-19 BT2,4118.9148,1,6.92309761047,6.68634994389,1014.46062927,800.391782234,800.391782234
reservoir_property_p51_r1-da56dacb5179280cfe8f,15/9-19,15/9-19 BT2,4121.0484,1,6.61621904373,6.79100198681,746.114941215,888.804687873,888.804687873
reservoir_property_p51_r1-2670d98ab1ae8e8fa0c3,15/9-19,15/9-19 BT2,4123.182,1,7.10835790634,6.88497749733,1221.13903071,976.479673554,976.479673554
reservoir_property_p51_r1-bc5d03ad223768b5016a,15/9-19,15/9-19 BT2,4125.3156,1,6.7308473587,6.75174331337,836.856930604,854.548953144,854.548953144
reservoir_property_p51_r1-be076e89fde786b423f8,15/9-19,15/9-19 BT2,4127.4492,1,7.14233779907,6.85359609562,1263.38080495,946.281303076,946.281303076
reservoir_property_p51_r1-56b8b3420a07934e1600,15/9-19,15/9-19 BT2,4129.5828,1,7.95824050903,6.98365159402,2858.03807273,1077.85070776,1077.85070776
reservoir_property_p51_r1-16ddefd7012a9ec1d84e,15/9-19,15/9-19 BT2,4131.7164,1,0.0953101813793,7.04958200212,0.100000001732,1151.37695098,1151.37695098
reservoir_property_p51_r1-be453fb7f5b5fb6d6dc7,15/9-19,15/9-19 BT2,4133.85,1,7.37011528015,7.05948724411,1586.81681626,1162.84824271,1162.84824271
reservoir_property_p51_r1-0e5276b6055c5f46c990,15/9-19,15/9-19 BT2,4135.9836,1,7.02704668045,6.41899076042,1125.69819196,612.383750478,612.383750478
reservoir_property_p51_r1-75f3af5dea0fc3b8bc18,15/9-19,15/9-19 BT2,4138.1172,1,6.46736335754,6.34650580143,642.784058859,569.495796645,569.495796645
reservoir_property_p51_r1-d8f352d5bffdfa9933a0,15/9-19,15/9-19 BT2,4140.2508,1,3.03846120834,5.03381153782,19.8730991591,152.517034962,152.517034962
reservoir_property_p51_r1-f57780042299ff0bb4c0,15/9-19,15/9-19 BT2,4142.3844,1,1.21879243851,4.0569246022,2.38309996476,56.7962908921,56.7962908921
