sample_id,family_id,well_id,depth_m,fold_id,truth_model_domain,prediction_model_domain,truth_physical,prediction_physical_unclipped,prediction_physical_bounded
reservoir_property_p51_r1-c82c5b891df29e7e1807,15/9-19,15/9-19 A,3839.5656,1,5.26043701172,4.88567929428,191.565626347,131.38036002,131.38036002
reservoir_property_p51_r1-1963a20e391bb3309902,15/9-19,15/9-19 A,3841.6992,0,7.33351898193,5.12522268654,1529.75901856,167.211595939,167.211595939
reservoir_property_p51_r1-fe974d79cb240d283870,15/9-19,15/9-19 A,3843.8328,1,0.0953101813793,4.78970350844,0.100000001732,119.26570561,119.26570561
reservoir_property_p51_r1-554169715805611d6505,15/9-19,15/9-19 A,3845.9664,0,5.07550430298,4.38120373808,159.052886778,78.9341953513,78.9341953513
reservoir_property_p51_r1-e9faa83dbd75146b922d,15/9-19,15/9-19 A,3848.1,0,0.0953101813793,3.67735976151,0.100000001732,38.5418562001,38.5418562001
reservoir_property_p51_r1-b21ead1ab61170abe768,15/9-19,15/9-19 A,3850.2336,1,0.0953101813793,3.70124898254,0.100000001732,39.497853898,39.497853898
reservoir_property_p51_r1-8cbfd7b4b6577ea396b6,15/9-19,15/9-19 A,3852.3672,0,3.8300511837,3.69211171315,45.0648959457,39.1294995369,39.1294995369
reservoir_property_p51_r1-157edc8d66166411b41c,15/9-19,15/9-19 A,3854.5008,2,0.0953101813793,2.47899475367,0.100000001732,10.9292665371,10.9292665371
reservoir_property_p51_r1-eefb76085578cf371e11,15/9-19,15/9-19 A,3856.6344,2,2.32452273369,3.1320528592,9.22180040045,21.920984833,21.920984833
reservoir_property_p51_r1-ba88d3aa1dead4c37a0a,15/9-19,15/9-19 A,3858.768,3,4.69428682327,4.61397821174,108.320815772,99.8846930547,99.8846930547
reservoir_property_p51_r1-4b01174c986da8207347,15/9-19,15/9-19 A,3860.9016,1,8.40185832977,6.00619924156,4454.33854773,404.937514086,404.937514086
reservoir_property_p51_r1-adc4e2d20a333d442972,15/9-19,15/9-19 A,3863.0352,3,7.57346963882,6.68530582222,1944.88008354,799.555468394,799.555468394
reservoir_property_p51_r1-86ed2576ff87ddf2e6f9,15/9-19,15/9-19 A,3865.1688,3,8.79772567749,6.75786429445,6618.17274075,859.801812018,859.801812018
reservoir_property_p51_r1-71e20c83ac5524dbd4aa,15/9-19,15/9-19 A,3867.3024,1,7.18210411072,6.66012779545,1314.67367093,779.650694361,779.650694361
reservoir_property_p51_r1-8b23836a45e0e18009f5,15/9-19,15/9-19 A,3869.436,1,8.65847682953,6.85712300325,5757.7564111,949.628175318,949.628175318
reservoir_property_p51_r1-ee4a3c96e1393e892666,15/9-19,15/9-19 A,3871.5696,0,8.7547454834,6.91437079192,6339.7065434,1005.63744378,1005.63744378
reservoir_property_p51_r1-8cffe42d063d40cd6fd3,15/9-19,15/9-19 A,3873.7032,1,7.51696252823,5.9770610789,1837.97297356,393.279906203,393.279906203
reservoir_property_p51_r1-74be318bc57b2dd39843,15/9-19,15/9-19 A,3875.8368,0,1.37206864357,3.75392276689,2.94349995944,41.68820988,41.68820988
reservoir_property_p51_r1-ef6176b25058728b8a75,15/9-19,15/9-19 A,3877.9704,2,5.59498119354,3.27927221884,268.072589742,25.5564383897,25.5564383897
reservoir_property_p51_r1-2b8e6ccf04b6acc524ba,15/9-19,15/9-19 A,3880.104,0,2.18322706223,3.38550107632,7.87489995148,28.5327871897,28.5327871897
reservoir_property_p51_r1-05f0299cb2d43e708a38,15/9-19,15/9-19 A,3882.2376,1,4.16968250275,3.73129035446,63.6949083906,40.7329237004,40.7329237004
reservoir_property_p51_r1-0bbb78431a16c310d16d,15/9-19,15/9-19 A,3884.3712,1,0.0953101813793,3.60794640668,0.100000001732,35.8902174698,35.8902174698
reservoir_property_p51_r1-53b0c2d8b1aa1f1043ea,15/9-19,15/9-19 A,3886.5048,2,6.15420436859,4.69488372462,469.692195945,108.386088994,108.386088994
reservoir_property_p51_r1-21d9afbf8716251e6dcf,15/9-19,15/9-19 A,3888.6384,1,4.86892032623,4.99154035453,129.180288751,146.162932088,146.162932088
reservoir_property_p51_r1-b410868ca057738d21a3,15/9-19,15/9-19 A,3890.772,3,4.15808916092,4.10908156664,62.9492091285,59.890767768,59.890767768
reservoir_property_p51_r1-029c92d38f813b260b8c,15/9-19,15/9-19 A,3892.9056,1,4.28329277039,3.49507529676,71.4787032466,31.9527690963,31.9527690963
reservoir_property_p51_r1-fd8572584c089825c58d,15/9-19,15/9-19 A,3895.0392,1,0.413896143436,3.60869818454,0.512700014901,35.9179611458,35.9179611458
reservoir_property_p51_r1-4a98aad73b54e05450d6,15/9-19,15/9-19 A,3897.1728,3,3.45675826073,4.15141124154,30.7140011721,62.5235841917,62.5235841917
reservoir_property_p51_r1-5222af628774f4d29812,15/9-19,15/9-19 A,3899.3064,0,6.33680057526,4.91858765236,563.985787101,135.809254446,135.809254446
reservoir_property_p51_r1-b24f628f40d9912a4a57,15/9-19,15/9-19 A,3901.44,1,6.89511442184,5.82084920201,986.438702908,336.258332511,336.258332511
reservoir_property_p51_r1-98b0c25c053b60754842,15/9-19,15/9-19 A,3903.5736,2,5.54415178299,5.35080004463,254.737565266,209.776861326,209.776861326
reservoir_property_p51_r1-15b0cc17d6f671ddad2f,15/9-19,15/9-19 A,3905.7072,0,5.98098564148,5.09309818912,394.830322731,161.893756734,161.893756734
reservoir_property_p51_r1-37cd85bd1039f0fb621f,15/9-19,15/9-19 A,3907.8408,0,5.66199493408,4.24091049355,286.722056941,68.4710760185,68.4710760185
reservoir_property_p51_r1-d7cfe2a01f79bc3bfdeb,15/9-19,15/9-19 A,3909.9744,3,4.56082105637,4.1891039663,94.6619914815,64.9636588107,64.9636588107
